Sostav,Days,Concerts,Halls,Genre,ShowTime,TransTime,WaitTime,Costs,Musician,Composer,programm,FamilyConc,TransTime_%,WaitTime_%,TransTime_Score,WaitTime_Score,Trans-Wait_%,Density,HallChanges,Top5Authors,Top5AuthorsShare,RareAuthorsShare,RecommendedArtistsRatio,RecommendedPiecesRatio,ComfortScore,ComfortLevel,RareAuthorsShare_qnorm,RecommendedPiecesRatio_qnorm,RecommendedArtistsRatio_qnorm,AvgWorksPerConcert,DepthScore,GenreDiversityScore,IntellectScore,IntellectCategory,IntellectScoreLabel,AuthorBalance,ComfortScoreLabel,AuthorBalanceLabel,Top5AuthorsShareLabel,RareAuthorsShareLabel,GMM_Cluster
"[1, 7, 18, 22, 27, 30]",1,6,4,4,285.0,27.0,315.0,1200,11,10,20,1,38.2,90.0,61.8,10.0,6.2,0.0,5,14,0.7,0.0,0.636,0.0,46.3,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.7160438517893849,3.333333333333333,30.0,66.7,54.3,⚖️ Базовый,🎯 Интересный (60–90%),0.35,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[1, 7, 18, 22, 28, 30]",1,6,3,4,305.0,29.0,295.0,1200,11,7,15,1,48.2,74.6,51.8,25.40000000000001,13.2,0.0,5,11,0.733,0.0,0.545,0.0,43.9,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.4637642966320561,2.5,40.0,66.7,53.3,⚖️ Базовый,🎯 Интересный (60–90%),0.3665,⚖️ Базовый (30–60%),🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),,1
"[1, 7, 18, 23, 28, 30]",1,6,4,5,295.0,38.0,305.0,1200,10,8,15,1,80.9,86.1,19.099999999999994,13.900000000000006,2.7,0.0,5,10,0.667,0.0,0.5,0.0,17.5,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.3306936172455594,2.5,40.0,83.3,54.1,⚖️ Базовый,🎯 Интересный (60–90%),0.3335,💤 Поверхностный (0–30%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,5
"[1, 7, 18, 24, 28, 30]",1,6,4,4,295.0,30.0,305.0,1200,10,7,16,1,52.7,86.1,47.3,13.900000000000006,6.6,0.0,5,12,0.75,0.0,0.6,0.0,37.3,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.6250988246455489,2.6666666666666665,37.5,66.7,55.4,⚖️ Базовый,🎯 Интересный (60–90%),0.375,⚖️ Базовый (30–60%),🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),,5
"[1, 7, 19, 22, 25, 29]",1,6,5,2,355.0,17.0,245.0,1200,13,10,17,1,10.2,47.6,89.8,52.4,47.1,0.0,5,7,0.412,0.0,0.5,0.0,78.6,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,2.833333333333333,35.29411764705882,33.3,34.6,💤 Поверхностный,💤 Поверхностный (0–30%),0.206,🎯 Интересный (60–90%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,0
"[1, 7, 19, 22, 25, 30]",1,6,4,2,280.0,15.0,320.0,1200,8,12,22,1,5.3,91.2,94.7,8.799999999999997,8.3,0.0,4,10,0.455,0.0,0.667,0.0,68.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.768368207452696,3.6666666666666665,27.27272727272728,33.3,40.2,⚖️ Базовый,💤 Поверхностный (0–30%),0.2275,🎯 Интересный (60–90%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,0
"[1, 7, 19, 22, 27, 29]",1,6,5,3,355.0,28.0,245.0,1200,14,14,22,1,43.3,47.6,56.7,52.4,29.7,0.0,5,10,0.455,0.0,0.5,0.0,55.4,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,3.6666666666666665,27.27272727272728,50.0,38.9,💤 Поверхностный,💤 Поверхностный (0–30%),0.2275,⚖️ Базовый (30–60%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,0
"[1, 7, 19, 22, 27, 30]",1,6,5,3,280.0,27.0,320.0,1200,9,16,27,1,38.2,91.2,61.8,8.799999999999997,5.4,0.0,5,13,0.481,0.0,0.667,0.0,45.9,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.768368207452696,4.5,22.22222222222222,50.0,44.4,⚖️ Базовый,💤 Поверхностный (0–30%),0.2405,⚖️ Базовый (30–60%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,1
"[1, 7, 19, 22, 28, 30]",1,6,4,3,300.0,29.0,300.0,1200,9,12,22,1,48.2,81.1,51.8,18.90000000000001,9.8,0.0,5,10,0.455,0.0,0.556,0.0,41.9,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.498194803141306,3.6666666666666665,27.27272727272728,50.0,41.0,⚖️ Базовый,💤 Поверхностный (0–30%),0.2275,⚖️ Базовый (30–60%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,2
"[1, 7, 19, 23, 28, 30]",1,6,5,4,290.0,27.0,310.0,1200,8,13,22,1,38.2,88.1,61.8,11.900000000000006,7.4,0.0,5,9,0.409,0.0,0.5,0.0,46.8,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.3306936172455594,3.6666666666666665,27.27272727272728,66.7,41.9,⚖️ Базовый,💤 Поверхностный (0–30%),0.2045,⚖️ Базовый (30–60%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,1
"[1, 7, 19, 24, 28, 30]",1,6,5,3,290.0,31.0,310.0,1200,8,12,23,1,57.2,88.1,42.8,11.900000000000006,5.1,0.0,5,11,0.478,0.0,0.625,0.0,33.5,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.6850129130870184,3.8333333333333335,26.08695652173913,50.0,43.7,⚖️ Базовый,💤 Поверхностный (0–30%),0.239,💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),💤 Поверхностный (0–30%),,2
"[1, 7, 20, 23, 28, 30]",1,6,5,4,290.0,39.0,310.0,1200,8,8,14,1,83.9,88.1,16.099999999999994,11.900000000000006,1.9,0.0,5,8,0.571,0.071,0.5,0.0,14.8,🔴 Неудобный,0.8846518737152796,0.5000131766194065,0.3306936172455594,2.333333333333333,42.85714285714285,66.7,62.6,🎯 Интересный,🧠 Насыщенный (Top 10%),0.3209999999999999,💤 Поверхностный (0–30%),🎯 Интересный (60–90%),⚖️ Базовый (30–60%),,5
"[1, 7, 20, 24, 28, 30]",1,6,5,3,290.0,35.0,310.0,1200,8,7,15,1,71.4,88.1,28.599999999999994,11.900000000000006,3.4,0.0,5,10,0.667,0.067,0.625,0.0,23.6,🔴 Неудобный,0.8662046065461445,0.5000131766194065,0.6850129130870184,2.5,40.0,50.0,64.4,🎯 Интересный,🧠 Насыщенный (Top 10%),0.367,💤 Поверхностный (0–30%),🧠 Насыщенный (Top 10%),🎯 Интересный (60–90%),,5
"[1, 7, 21, 23, 28, 30]",1,6,4,4,290.0,26.0,310.0,1200,8,9,19,1,33.8,88.1,66.2,11.900000000000006,7.9,0.0,4,13,0.684,0.0,0.5,0.0,49.9,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.3306936172455594,3.1666666666666665,31.57894736842105,66.7,49.3,⚖️ Базовый,⚖️ Базовый (30–60%),0.342,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[1, 7, 21, 24, 28, 30]",1,6,4,3,290.0,30.0,310.0,1200,8,8,20,1,52.7,88.1,47.3,11.900000000000006,5.6,0.0,4,15,0.75,0.0,0.625,0.0,36.7,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.6850129130870184,3.333333333333333,30.0,50.0,51.0,⚖️ Базовый,⚖️ Базовый (30–60%),0.375,⚖️ Базовый (30–60%),🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),,1
"[1, 8, 13, 16, 20, 23]",1,6,3,4,270.0,42.0,150.0,1200,8,10,18,0,90.1,5.4,9.900000000000006,94.6,9.4,0.0,4,10,0.556,0.056,0.333,0.0,35.3,🔴 Неудобный,0.8118905813524482,0.5000131766194065,0.0401096294734622,3.0,33.33333333333333,66.7,55.5,⚖️ Базовый,🎯 Интересный (60–90%),0.306,💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,5
"[1, 8, 13, 16, 20, 24]",1,6,4,3,270.0,36.0,165.0,1200,8,11,19,0,74.1,8.6,25.90000000000001,91.4,23.7,0.0,4,12,0.632,0.053,0.444,0.0,45.6,🔴 Неудобный,0.7940099088177937,0.5000131766194065,0.1854345649080272,3.1666666666666665,31.57894736842105,50.0,54.4,⚖️ Базовый,🎯 Интересный (60–90%),0.3425,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[1, 8, 13, 16, 20, 25]",1,6,4,3,270.0,36.0,180.0,1200,7,9,17,0,74.1,11.8,25.90000000000001,88.2,22.8,0.0,4,9,0.529,0.059,0.5,0.0,44.6,🔴 Неудобный,0.8296658409318505,0.5000131766194065,0.3306936172455594,2.833333333333333,35.29411764705882,50.0,55.0,⚖️ Базовый,🎯 Интересный (60–90%),0.294,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,1
"[1, 8, 13, 16, 20, 26]",1,6,4,3,270.0,37.0,180.0,1200,6,9,16,0,77.3,11.8,22.700000000000003,88.2,20.0,0.0,4,9,0.529,0.059,0.5,0.0,42.4,🔴 Неудобный,0.8296658409318505,0.5000131766194065,0.3306936172455594,2.6666666666666665,37.5,50.0,55.3,⚖️ Базовый,🎯 Интересный (60–90%),0.294,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,1
"[1, 8, 13, 16, 20, 27]",1,6,3,4,270.0,30.0,195.0,1200,7,13,21,0,52.7,19.2,47.3,80.8,38.2,0.0,3,12,0.545,0.045,0.5,0.0,57.4,🟡 Умеренный,0.7396036472882517,0.5000131766194065,0.3306936172455594,3.5,28.57142857142857,66.7,56.5,⚖️ Базовый,🎯 Интересный (60–90%),0.295,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,3
"[1, 8, 13, 16, 20, 28]",1,6,4,3,290.0,37.0,225.0,1200,7,9,17,0,77.3,39.3,22.700000000000003,60.7,13.8,0.0,4,9,0.529,0.059,0.375,0.0,34.1,🔴 Неудобный,0.8296658409318505,0.5000131766194065,0.0717071628103094,2.833333333333333,35.29411764705882,50.0,51.8,⚖️ Базовый,⚖️ Базовый (30–60%),0.294,💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,5
"[1, 8, 13, 16, 20, 29]",1,6,4,4,345.0,37.0,255.0,1200,13,10,17,0,77.3,54.8,22.700000000000003,45.2,10.3,0.0,4,10,0.588,0.059,0.429,0.0,29.4,🔴 Неудобный,0.8296658409318505,0.5000131766194065,0.1471433089126653,2.833333333333333,35.29411764705882,66.7,58.4,⚖️ Базовый,🎯 Интересный (60–90%),0.3235,💤 Поверхностный (0–30%),🎯 Интересный (60–90%),⚖️ Базовый (30–60%),,5
"[1, 8, 13, 16, 20, 30]",1,6,4,4,270.0,36.0,330.0,1200,8,13,22,0,74.1,97.2,25.90000000000001,2.799999999999997,0.7,0.0,4,13,0.591,0.045,0.556,0.0,19.0,🔴 Неудобный,0.7396036472882517,0.5000131766194065,0.498194803141306,3.6666666666666665,27.27272727272728,66.7,59.6,⚖️ Базовый,🎯 Интересный (60–90%),0.318,💤 Поверхностный (0–30%),🎯 Интересный (60–90%),⚖️ Базовый (30–60%),,5
"[1, 8, 13, 16, 21, 23]",1,6,4,4,270.0,30.0,150.0,1200,9,10,23,0,52.7,5.4,47.3,94.6,44.7,0.0,4,15,0.652,0.0,0.333,0.0,61.5,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.0401096294734622,3.8333333333333335,26.08695652173913,66.7,44.2,⚖️ Базовый,💤 Поверхностный (0–30%),0.326,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,0
"[1, 8, 13, 16, 21, 24]",1,6,5,3,270.0,32.0,165.0,1200,9,11,24,0,61.5,8.6,38.5,91.4,35.2,0.0,4,17,0.708,0.0,0.444,0.0,54.4,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.1854345649080272,4.0,25.0,50.0,43.1,⚖️ Базовый,💤 Поверхностный (0–30%),0.354,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[1, 8, 13, 16, 21, 25]",1,6,5,3,270.0,31.0,180.0,1200,8,9,22,0,57.2,11.8,42.8,88.2,37.7,0.0,4,14,0.636,0.0,0.5,0.0,56.4,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,3.6666666666666665,27.27272727272728,50.0,43.4,⚖️ Базовый,💤 Поверхностный (0–30%),0.318,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[1, 8, 13, 16, 21, 26]",1,6,5,3,270.0,25.0,180.0,1200,7,9,21,0,30.4,11.8,69.6,88.2,61.4,0.0,4,14,0.636,0.0,0.5,0.0,75.2,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,3.5,28.57142857142857,50.0,43.6,⚖️ Базовый,💤 Поверхностный (0–30%),0.318,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,4
"[1, 8, 13, 16, 21, 27]",1,6,4,4,270.0,31.0,195.0,1200,8,13,25,0,57.2,19.2,42.8,80.8,34.6,0.0,4,17,0.63,0.0,0.5,0.0,54.2,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,4.166666666666667,24.0,66.7,47.0,⚖️ Базовый,💤 Поверхностный (0–30%),0.315,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[1, 8, 13, 16, 21, 28]",1,6,4,3,290.0,24.0,225.0,1200,8,9,22,0,27.5,39.3,72.5,60.7,44.0,0.0,3,14,0.636,0.0,0.375,0.0,69.0,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.0717071628103094,3.6666666666666665,27.27272727272728,50.0,40.2,⚖️ Базовый,💤 Поверхностный (0–30%),0.318,🎯 Интересный (60–90%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,0
"[1, 8, 13, 16, 21, 29]",1,6,5,4,345.0,33.0,255.0,1200,14,10,22,0,65.3,54.8,34.7,45.2,15.7,0.0,4,15,0.682,0.0,0.429,0.0,37.8,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.1471433089126653,3.6666666666666665,27.27272727272728,66.7,46.4,⚖️ Базовый,💤 Поверхностный (0–30%),0.341,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[1, 8, 13, 16, 21, 30]",1,6,5,4,270.0,31.0,330.0,1200,9,13,27,0,57.2,97.2,42.8,2.799999999999997,1.2,0.0,4,18,0.667,0.0,0.556,0.0,30.8,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.498194803141306,4.5,22.22222222222222,66.7,49.8,⚖️ Базовый,⚖️ Базовый (30–60%),0.3335,💤 Поверхностный (0–30%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,5
"[1, 8, 13, 16, 22, 25]",1,6,4,3,280.0,29.0,170.0,1200,9,9,17,0,48.2,10.2,51.8,89.8,46.5,0.0,4,10,0.588,0.0,0.4,0.0,63.2,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.1022110367364149,2.833333333333333,35.29411764705882,50.0,40.4,⚖️ Базовый,💤 Поверхностный (0–30%),0.294,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,0
"[1, 8, 13, 16, 22, 27]",1,6,3,4,280.0,35.0,185.0,1200,9,13,21,0,71.4,13.3,28.599999999999994,86.7,24.8,0.0,4,13,0.591,0.0,0.4,0.0,46.0,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.1022110367364149,3.5,28.57142857142857,66.7,43.8,⚖️ Базовый,💤 Поверхностный (0–30%),0.2955,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,1
"[1, 8, 13, 16, 22, 28]",1,6,4,3,300.0,36.0,215.0,1200,9,9,17,0,74.1,27.0,25.90000000000001,73.0,18.9,0.0,4,10,0.588,0.0,0.3,0.0,40.0,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.0252595794023085,2.833333333333333,35.29411764705882,50.0,39.4,💤 Поверхностный,💤 Поверхностный (0–30%),0.294,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,2
"[1, 8, 13, 16, 22, 29]",1,6,4,4,355.0,31.0,245.0,1200,15,9,17,0,57.2,47.6,42.8,52.4,22.4,0.0,4,11,0.647,0.0,0.375,0.0,45.7,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.0717071628103094,2.833333333333333,35.29411764705882,66.7,45.6,⚖️ Базовый,💤 Поверхностный (0–30%),0.3235,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[1, 8, 13, 16, 22, 30]",1,6,4,4,280.0,29.0,320.0,1200,10,12,22,0,48.2,91.2,51.8,8.799999999999997,4.6,0.0,4,14,0.636,0.0,0.455,0.0,38.9,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.2086254150635113,3.6666666666666665,27.27272727272728,66.7,46.1,⚖️ Базовый,💤 Поверхностный (0–30%),0.318,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[1, 8, 13, 16, 23, 28]",1,6,4,4,290.0,24.0,225.0,1200,9,9,17,0,27.5,39.3,72.5,60.7,44.0,0.0,3,9,0.529,0.0,0.222,0.0,69.0,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.0076424392557845,2.833333333333333,35.29411764705882,66.7,41.9,⚖️ Базовый,💤 Поверхностный (0–30%),0.2645,🎯 Интересный (60–90%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,0
"[1, 8, 13, 16, 23, 29]",1,6,4,5,345.0,32.0,255.0,1200,15,9,17,0,61.5,54.8,38.5,45.2,17.4,0.0,3,10,0.588,0.0,0.333,0.0,40.5,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.0401096294734622,2.833333333333333,35.29411764705882,83.3,47.9,⚖️ Базовый,⚖️ Базовый (30–60%),0.294,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,1
"[1, 8, 13, 16, 23, 30]",1,6,4,5,270.0,29.0,330.0,1200,10,12,22,0,48.2,97.2,51.8,2.799999999999997,1.5,0.0,3,13,0.591,0.0,0.4,0.0,37.1,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.1022110367364149,3.6666666666666665,27.27272727272728,83.3,47.7,⚖️ Базовый,⚖️ Базовый (30–60%),0.2955,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,1
"[1, 8, 13, 16, 24, 28]",1,6,5,3,290.0,39.0,225.0,1200,9,10,18,0,83.9,39.3,16.099999999999994,60.7,9.8,0.0,4,11,0.611,0.0,0.333,0.0,29.5,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.0401096294734622,3.0,33.33333333333333,50.0,39.9,💤 Поверхностный,💤 Поверхностный (0–30%),0.3055,💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),🎯 Интересный (60–90%),,2
"[1, 8, 13, 16, 24, 29]",1,6,5,4,345.0,33.0,255.0,1200,15,10,18,0,65.3,54.8,34.7,45.2,15.7,0.0,4,12,0.667,0.0,0.4,0.0,37.8,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.1022110367364149,3.0,33.33333333333333,66.7,46.3,⚖️ Базовый,💤 Поверхностный (0–30%),0.3335,⚖️ Базовый (30–60%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,1
"[1, 8, 13, 16, 24, 30]",1,6,5,4,270.0,32.0,330.0,1200,10,12,23,0,61.5,97.2,38.5,2.799999999999997,1.1,0.0,4,15,0.652,0.0,0.5,0.0,27.8,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.3306936172455594,3.8333333333333335,26.08695652173913,66.7,47.8,⚖️ Базовый,⚖️ Базовый (30–60%),0.326,💤 Поверхностный (0–30%),🎯 Интересный (60–90%),🎯 Интересный (60–90%),,2
"[1, 8, 13, 16, 25, 29]",1,6,5,4,345.0,31.0,255.0,1200,14,9,16,0,57.2,54.8,42.8,45.2,19.3,0.0,4,9,0.562,0.0,0.429,0.0,43.5,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.1471433089126653,2.6666666666666665,37.5,66.7,44.7,⚖️ Базовый,💤 Поверхностный (0–30%),0.281,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,1
"[1, 8, 13, 16, 25, 30]",1,6,4,4,270.0,29.0,330.0,1200,9,12,21,0,48.2,97.2,51.8,2.799999999999997,1.5,0.0,3,12,0.571,0.0,0.556,0.0,37.1,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.498194803141306,3.5,28.57142857142857,66.7,48.2,⚖️ Базовый,⚖️ Базовый (30–60%),0.2855,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,1
"[1, 8, 13, 16, 26, 29]",1,6,5,4,345.0,33.0,255.0,1200,13,9,15,0,65.3,54.8,34.7,45.2,15.7,0.0,4,9,0.562,0.0,0.429,0.0,37.8,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.1471433089126653,2.5,40.0,66.7,45.0,⚖️ Базовый,💤 Поверхностный (0–30%),0.281,⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,2
"[1, 8, 13, 16, 26, 30]",1,6,5,4,270.0,31.0,330.0,1200,8,12,20,0,57.2,97.2,42.8,2.799999999999997,1.2,0.0,4,12,0.571,0.0,0.556,0.0,30.8,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.498194803141306,3.333333333333333,30.0,66.7,48.4,⚖️ Базовый,⚖️ Базовый (30–60%),0.2855,💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,2
"[1, 8, 13, 16, 27, 29]",1,6,4,5,345.0,37.0,255.0,1200,14,13,20,0,77.3,54.8,22.700000000000003,45.2,10.3,0.0,4,12,0.571,0.0,0.429,0.0,29.4,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.1471433089126653,3.333333333333333,30.0,83.3,48.2,⚖️ Базовый,⚖️ Базовый (30–60%),0.2855,💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,2
"[1, 8, 13, 16, 27, 30]",1,6,4,5,270.0,36.0,330.0,1200,9,15,25,0,74.1,97.2,25.90000000000001,2.799999999999997,0.7,0.0,4,15,0.577,0.0,0.556,0.0,19.0,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.498194803141306,4.166666666666667,24.0,83.3,51.9,⚖️ Базовый,⚖️ Базовый (30–60%),0.2885,💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,5
"[1, 8, 13, 16, 28, 30]",1,6,5,4,290.0,31.0,310.0,1200,9,12,21,0,57.2,88.1,42.8,11.900000000000006,5.1,0.0,4,12,0.571,0.0,0.444,0.0,33.5,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.1854345649080272,3.5,28.57142857142857,66.7,44.3,⚖️ Базовый,💤 Поверхностный (0–30%),0.2855,💤 Поверхностный (0–30%),⚖️ Базовый (30–60%),⚖️ Базовый (30–60%),,2
"[1, 8, 13, 17, 21, 23]",1,6,5,3,275.0,26.0,145.0,1200,8,7,16,0,33.8,4.3,66.2,95.7,63.4,0.0,4,13,0.812,0.0,0.444,0.0,75.0,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.1854345649080272,2.6666666666666665,37.5,50.0,47.3,⚖️ Базовый,⚖️ Базовый (30–60%),0.406,🎯 Интересный (60–90%),🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),,4
"[1, 8, 13, 17, 21, 24]",1,6,4,2,275.0,28.0,160.0,1200,8,7,17,0,43.3,7.4,56.7,92.6,52.5,0.0,4,15,0.882,0.0,0.556,0.0,67.5,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.498194803141306,2.833333333333333,35.29411764705882,33.3,48.5,⚖️ Базовый,⚖️ Базовый (30–60%),0.441,🎯 Интересный (60–90%),🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),,4
"[1, 8, 13, 17, 21, 25]",1,6,5,2,275.0,27.0,175.0,1200,7,5,15,0,38.2,10.9,61.8,89.1,55.1,0.0,4,12,0.8,0.0,0.625,0.0,70.0,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.6850129130870184,2.5,40.0,33.3,49.3,⚖️ Базовый,⚖️ Базовый (30–60%),0.4,🎯 Интересный (60–90%),🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),,4
"[1, 8, 13, 17, 21, 26]",1,6,5,2,275.0,21.0,175.0,1200,6,5,14,0,18.1,10.9,81.9,89.1,73.0,0.0,4,12,0.8,0.0,0.625,0.0,84.1,🟢 Очень комфортный,0.2984372529383861,0.5000131766194065,0.6850129130870184,2.333333333333333,42.85714285714285,33.3,49.7,⚖️ Базовый,⚖️ Базовый (30–60%),0.4,🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),,4
"[1, 8, 13, 17, 21, 27]",1,6,4,3,275.0,27.0,190.0,1200,7,9,19,0,38.2,15.4,61.8,84.6,52.3,0.0,4,15,0.75,0.0,0.625,0.0,68.6,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.6850129130870184,3.1666666666666665,31.57894736842105,50.0,51.2,⚖️ Базовый,⚖️ Базовый (30–60%),0.375,🎯 Интересный (60–90%),🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),,4
"[1, 8, 13, 17, 21, 28]",1,6,4,2,295.0,20.0,220.0,1200,7,5,15,0,15.4,31.2,84.6,68.8,58.2,0.0,3,12,0.8,0.0,0.5,0.0,79.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,2.5,40.0,33.3,44.9,⚖️ Базовый,💤 Поверхностный (0–30%),0.4,🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),,4
"[1, 8, 13, 17, 21, 29]",1,6,5,3,350.0,29.0,250.0,1200,13,6,15,0,48.2,50.0,51.8,50.0,25.9,0.0,4,13,0.867,0.0,0.5,0.0,51.3,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,2.5,40.0,50.0,50.8,⚖️ Базовый,⚖️ Базовый (30–60%),0.4335,⚖️ Базовый (30–60%),🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),,1
"[1, 8, 13, 17, 21, 30]",1,6,5,3,275.0,27.0,325.0,1200,8,9,20,0,38.2,93.2,61.8,6.799999999999997,4.2,0.0,4,16,0.8,0.0,0.667,0.0,45.3,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.768368207452696,3.333333333333333,30.0,50.0,53.3,⚖️ Базовый,🎯 Интересный (60–90%),0.4,⚖️ Базовый (30–60%),🧠 Насыщенный (Top 10%),🧠 Насыщенный (Top 10%),,1
